region,building_cluster,building_type,num_households_premises,num_shops_premises,type_waste_generator,waste_segregation,wet_waste_before_segregation,dry_waste_before_segregation,hazardous_waste,composting_type,compost_bin_by_mcgm,date_notice_issued,name_number,coll_date,category,num_wings,wing_name,population,compostable_waste,recyclable_waste,rejected_waste
BMC ROAD,Kaveri no 4,Res.,40,,MHADA,yes,,,0,Bin comp,02/10/2021,,,11/10/2021,,,,,,,
BMC ROAD,Panchvati no 5,Res.,40,,MHADA,yes,,0,0,Bin comp,02/10/2021,,,11/10/2021,,,,,,,
BMC ROAD,Saptha Shrungi no 6,Res.,40,,MHADA,yes,,0,0,Bin comp,,,,11/10/2021,,,,,,,
BMC ROAD,Sai Siddhii no 7,Res.,40,,MHADA,yes,,0,0,Bin comp,,,,11/10/2021,,,,,,,
BMC ROAD,Serenity Shree sai wings ADEF Chs,Res.,72,,BWG,yes,0,42,0,,,18/09/2021,"Nandkishore Ghag
9821394023",11/10/2021,,,,,,,
BMC ROAD,"Serenity Shree sai wings B1,B2 Chs",Res.,,,BWG,yes,0,,,,,18/09/2021,"Vare (Mang)
9699720927",11/10/2021,,,,,,,
BMC ROAD,Serenity Shree sai wings GHI chs,Res.,84,,BWG,yes,0,45,,,,18/09/2021,"Suryanarayan Chube 
9702021707",11/10/2021,,,,,,,
BMC ROAD,City International School,Scl,,,Others,yes,0,5,0,,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Sumukh Heights,Res.,42,,Others,yes,0,0,0,,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Sai Leela(SRA),Res.,,,Others,yes,0,0,0,,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Aanand Seva Samity,Res.,102,11,BWG /SRA,yes,0,0,0,,,27/09/2021,"Mansoor Ali Khan
9022887279",11/10/2021,,,,,,,
HEERA PANNA ROAD,Reliable Business Centre,Com,,11,After 2007 (BWG),no,0,0,0,,,27/09/2021,"Shakeel Shaik
9821326518",11/10/2021,,,,,,,
HEERA PANNA ROAD,Om Heera Panna Premises,Com,,290,BWG,yes,-,48,-,,27/09/2021,27/09/2021,"Kisanlal Hans
9892408602",11/10/2021,,,,,,,
HEERA PANNA ROAD,Oshiwara Link Plaza,Com,,199,Others,no,-,-,-,,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Oshiwara Yashodeep ,Res.,60,,BWG /SRA,yes,0,35,3,,-,18/09/2021,"Ishwar  Hubale
9870473923",11/10/2021,,,,,,,
HEERA PANNA ROAD,(SBI) Officers Quatres 35,Res.,90,,MHADA,yes,0,30,1,comp.,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Godavari ,,,,MHADA,yes,25,15,4,Bin comp,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Yamuna 38,Res.,55,12,MHADA,yes,,8,,Bin comp,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Kaveri no41,Res.,,,MHADA,yes,,12,,Bin comp,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Mhada Sargam no40,Res.,88,4,MHADA,yes,,14,,Bin comp,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Sebi Gaurur,Res.,30,,Others,yes,0,0,0,Bin comp,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Gujarat Bhavan,Res.,28,,Others,yes,0,0,0,Bin comp,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Tata Communication Residential Colony,Res.,105,,MHADA,yes,0,28,2,comp bin,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,Andhra Bank Quartres,Res.,62,,MHADA,yes,0,20,1,comp bin,,,,11/10/2021,,,,,,,
HEERA PANNA ROAD,BMC Garden I,Grdn,,,Others,yes,30,0,0,,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Marigold no. 1,Res.,34,,MHADA,yes,0,20,0,Bin comp,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Anuksa no.2,Res.,34,,MHADA,yes,0,15,0,Bin comp,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Aroma no.3,Res.,34,,MHADA,yes,0,7,0,Bin comp,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Sunshine no.4,Res.,34,,MHADA,yes,0,5,0,Bin comp,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Starship no.11,Res.,28,,MHADA,yes,10,30,5,Bin comp,18/09/2021,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Lotus no.12,Res.,32,,MHADA,yes,0,12,0,Bin comp,18/09/2021,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Utsav no.13,Res.,32,,MHADA,yes,0,10,0,comp bin  returned,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Rajanigandha no.14,Res.,32,,MHADA,yes,0,8,10,Bin comp,18/09/2021,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Income tax officers no.24,Res.,34,,MHADA,yes,0,7,0,Bin comp,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Link Way no.25,Res.,34,,MHADA,yes,0,0,0,,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Central Excise Res.iety no.26,Res.,32,,MHADA,yes,30,24,0,,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Central Excise Res.iety no.27,Res.,32,,MHADA,yes,34,10,0,,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Harshvardhan chamber,,,,,,-,-,-,,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Oshiwara Police Chowki,Com,,,Others,no,-,-,-,,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,State Bank India ,Com,,1,Others,,-,-,-,,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Matru Chayya,Res.,32,,MHADA,yes,0,9,0,Bin comp,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Ekdant Society,Res.,34,,MHADA,yes,15,0,0,Bin comp,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Parth no.43,Res.,32,,MHADA,yes,10,0,3,Bin comp,,,,11/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Fakir wadi (T.Camp),Res.,,,Others,no,75,0,0,,,,,11/10/2021,,,,,,,
Behram  Baug,Shakti seva sangh,Res.,91,14,BWG/SRA,no,-,0,-,,,,,12/10/2021,,,,,,,
Behram  Baug,Ujala Nagar SRA,Res.,116,21,After 2007 (BWG/SRA),no,-,0,-,,,,,12/10/2021,,,,,,,
Behram  Baug,Patel SRA,Res.,,,Others,no,-,0,-,,,,,12/10/2021,,,,,,,
Behram  Baug,Sakirabi,Res.,114,16,After 2007 (BWG/SRA),no,-,0,-,,,,,12/10/2021,,,,,,,
Behram  Baug,Parsi Colony,Res.,13x28,,Others,yes,234,30,,,,,,12/10/2021,,,,,,,
Behram  Baug,Shama chs,Res.,,,Others,no,-,0,-,,,,,12/10/2021,,,,,,,
Behram  Baug,Anupa Public high scl,Scl,,,Others,,-,-,-,,,,,12/10/2021,,,,,,,
Behram  Baug,Sarvodhaya SRA,Res.,,,BWG,no,0,0,0,,03/10/2021,,,12/10/2021,,,,,,,
Behram  Baug,Range Heights,Com,,,After 2007 (BWG),no,0,0,0,,,,,12/10/2021,,,,,,,
Behram  Baug,Santosh Nagar SRA,Res.,,,BWG,no,0,0,0,,,28/09/2021,"Amersen Yadav
9867974333",12/10/2021,,,,,,,
Behram  Baug,Green palace,Res.,,,Others,no,0,0,0,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Millenium court,Res.,80,1,BWG,yes,70,12,0,,,27/09/2021,"Nitinn Ranga
9821337126",12/10/2021,,,,,,,
ROSHAN NAGAR,Evershine green,Res.,206,14,BWG,yes,10,25,0,,,18/09/2021,"Rohit Sharma (chr)
9819309474",12/10/2021,,,,,,,
ROSHAN NAGAR,"Raigad military school
Com-Bldg",Com,32,,BWG,no,,0,0,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Raigad military school,Scl,32,,Others,no,,0,0,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Mariyam public high school,Scl,,16,Others,no,,0,0,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Belvedere spring school,Scl,,,Others,no,,0,0,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Level resident,Res.,,,Others,no,,0,0,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Akash ganga,Res.,28,,Others,yes,40,5,-,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Oshwara Vishal,Res.,28,,Others,yes,30,15,-,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Sahyadri,Res.,56,,Others,yes,40,10,-,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Girnar,Res.,56,,Others,yes,80,5,-,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Johig,Res.,28,,Others,yes,46,4,-,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Ravikiran,Res.,28,,Others,yes,45,3,-,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Satpuda,Res.,56,,Others,yes,30,15,-,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Green daimond,Res.,40,,After 2007 (BWG),yes,35,12,0,,,27/09/2021,"Sameer Shaik(sup)
9920048273",12/10/2021,,,,,,,
ROSHAN NAGAR,Jogeshwari Ganesh niwas,Res.,80,,BWG/SRA,yes,0,10,0,,,27/09/2021,"Bhagwan Jadhav
9821800369",12/10/2021,,,,,,,
ROSHAN NAGAR,Roshan nagar B1,Res.,52,12,After 2007 (BWG/SRA),yes,35,5,0,,,27/09/2021,"Ashok Dongre
9833455170",12/10/2021,,,,,,,
ROSHAN NAGAR,Roshan nagar B2,Res.,82,13,After 2007 (BWG/SRA),yes,37,,0,,,27/09/2021,"Alim Khan
8879313127",12/10/2021,,,,,,,
ROSHAN NAGAR,Lashkaria Empress,Res.,56,6,After 2007 (BWG/SRA),no,0,0,0,,,21/09/2021,"Sameer Shaik
9920048273",12/10/2021,,,,,,,
ROSHAN NAGAR,Oriental Education ,Clg,0,,Others,no,0,0,0,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Green Heights (Lashkaria),Res.,0,,BWG,,-,-,-,,,21/09/2021,"Aslam Lashkaria
9820990707",12/10/2021,,,,,,,
ROSHAN NAGAR,Sree Sai lila (SRA),Res.,56,,BWG,no,,0,,,,,,12/10/2021,,,,,,,
ROSHAN NAGAR,Shivspruthi Bldg no.1 ,Res.,,,BWG,yes,40,5,0,,,27/09/2021,"Vasant  Mahadik
7208580681",12/10/2021,,,,,,,
ROSHAN NAGAR,Shivspruthi Bldg no.2 ,Res.,88,,BWG /SRA,yes,105,,0,,,27/09/2021,"Vasant  Mahadik
7208580681",12/10/2021,,,,,,,
ANAND NAGAR,Techweb centre,Com,,,Others,yesyes,-,25,-,,,,,12/10/2021,,,,,,,
ANAND NAGAR,Daimond /Pearl,Res.,18,2,Others,yes,10,10,-,,,,,12/10/2021,,,,,,,
ANAND NAGAR,Vijay Vishal,Res.,78,,BWG,yes,40,13,-,,,20/09/2021,"Chandrakant Kale
9969003025",12/10/2021,,,,,,,
ANAND NAGAR,Spice Tower,Com,,16,Others,,0,0,-,out source,,,,12/10/2021,,,,,,,
ANAND NAGAR,Sandipani Shikshak Oshiwara,Res.,91,28,After 2007 (BWG),yes,-,0,-,,,20/09/2021,"Rammani C. Dube
9702334382",12/10/2021,,,,,,,
ANAND NAGAR,Vaibhav Palace,Res.,48,28,Others,no,0,0,-,,,,,12/10/2021,,,,,,,
MEGA MALL,Assistant Commissioner Police Oshiwara Division Mumbai,Com,,,,no,0,0,0,,,,,12/10/2021,,,,,,,
MEGA MALL,Jay Ambe,Res.,100,,BWG,no,0,0,0,,,28/09/2021,"Amar Pal
9920612050",12/10/2021,,,,,,,
MEGA MALL,Mahataranga,Res.,52,4,Others,no,0,0,0,,,,,12/10/2021,,,,,,,
MEGA MALL,Swati Apartment,Res.,28,7,Others,no,-,10,-,,,,,12/10/2021,,,,,,,
MEGA MALL,1 BHK,Com,,,Others,no,-,0,-,,-,,,12/10/2021,,,,,,,
MEGA MALL,Meera Tower,Res.,100,28,BWG,,-,-,-,out source,,,"A.K.Singh (Mang)
9930317315",12/10/2021,,,,,,,
GREEN PARK,East side no.28,Res.,32,,MHADA,yes,0,12,4,bin comp,24/09/2021,,,12/10/2021,,,,,,,
GREEN PARK,Samruddhi no.29,Res.,32,,MHADA,yes,15,15,0,bin comp,,,,12/10/2021,,,,,,,
GREEN PARK,Anand vihar,Res.,42,,MHADA,yes,15,10,0,-,24/09/2021,,,12/10/2021,,,,,,,
GREEN PARK,Oshiwara Basera,Res.,28,,MHADA,yes,0,4,13,bin comp,,,,12/10/2021,,,,,,,
GREEN PARK,Park paradise,Res.,44,12,MHADA,yes,0,15,10,bin comp,25/09/2021,,,12/10/2021,,,,,,,
TARAPORE,The park (Lotus),Res.,42,,MHADA,,,,,,,,,12/10/2021,,,,,,,
TARAPORE,K.L Walawalkar MCGM garden,Grdn,,,Others,no,0,0,0,,,,,12/10/2021,,,,,,,
TARAPORE,Atlantis,Res.,22,,Others,yes,0,7,0,,,,,12/10/2021,,,,,,,
TARAPORE,Deep apartment & Tower,Res.,100,,BWG,yes,0,17,0,,,28/09/2021,Zuber Menon,12/10/2021,,,,,,,
TARAPORE,Harjanhans,Res.,,,Others,yes,0,10,0,,,,,12/10/2021,,,,,,,
TARAPORE,Kohinoor I,Res.,,,Others,yes,0,5,0,,,,,12/10/2021,,,,,,,
TARAPORE,Kohinoor II,Res.,,,Others,yes,0,0,0,,,,,12/10/2021,,,,,,,
TARAPORE,Shantivan Mhada (7 bldg),Res.,7x28,,MHADA,yes,75,19,0,,25/09/2021,,,12/10/2021,,,,,,,
TARAPORE,BMC Garden II,Grdn,,,Others,yes,0,0,0,,,,,12/10/2021,,,,,,,
TARAPORE,Rims International School ,Scl,,,Others,no,0,0,0,,,,,12/10/2021,,,,,,,
TARAPORE,Samartha deep,Res.,160,,BWG,,-,-,-,Out Source,-,-,-,12/10/2021,,,,,,,
TARAPORE,Samartha ashish,Res.,74,,Others,,-,-,-,,,,,12/10/2021,,,,,,,
TARAPORE,Aakash,Res.,28,,MHADA,yes,0,12,0,bin comp,26/09/2021,,,12/10/2021,,,,,,,
TARAPORE,Eden garden no.22,Res.,32,,MHADA,yes,15,7,0,bin comp,18/09/2021,,,12/10/2021,,,,,,,
TARAPORE,Samartha Aangan,Res.,330,,After 2007 (BWG),yes,255,58,25,,,,,12/10/2021,,,,,,,
TARAPORE,Gulmohar,Res.,32,,MHADA,yes,55,12,0,,,,,12/10/2021,,,,,,,
TARAPORE,Mayfair no.20,Res.,32,6,MHADA,yes,5,15,2,bin comp,18/09/2021,,,12/10/2021,,,,,,,
TARAPORE,Indra darshan l,Res.,264,,BWG,,-,-,-,Out source,-,,-,12/10/2021,,,,,,,
TARAPORE,Indra darshan ll,Res.,330,,BWG,yes,0,30,0,,-,-,-,12/10/2021,,,,,,,
TARAPORE,"Tarapore garden no. 1,2,3",Res.,294,,BWG,yes,0,65,0,OWC,,18/09/2021,"Sanjeev Sharma
9920304152",12/10/2021,,,,,,,
TARAPORE,Tarapore tower,Res.,269,,BWG,,-,-,-,Out source,-,18/09/2021,"Arun poddar
9920720066",12/10/2021,,,,,,,
TARAPORE,Samartha vaibhav,Com,103,20,Others,yes,0,35,0,,,,,12/10/2021,,,,,,,
AZAD NAGAR PETROL PUMP,Tulip no.6,Res.,37,2,MHADA,,0,8,0,Bin comp,,,,12/10/2021,,,,,,,
AZAD NAGAR PETROL PUMP,Aster no.5,Res.,34,,MHADA,,7,5,2,Bin comp,,,,12/10/2021,,,,,,,
JBCN SCHOOL LANE,Blue bell no.8,Res.,34,4,MHADA,yes,65,8,0,Bin comp,,,,12/10/2021,,,,,,,
JBCN SCHOOL LANE,Avalon no7,Res.,30,,MHADA,no,0,20,0,,,,,12/10/2021,,,,,,,
JBCN SCHOOL LANE,(JBCN) International school,Scl,,,Others,yes,-,15,-,,,,,12/10/2021,,,,,,,
JBCN SCHOOL LANE,Daffodils no.10,Res.,32,,MHADA,,25,15,0,,,,,12/10/2021,,,,,,,
JBCN SCHOOL LANE,Indus no.9,Res.,32,,MHADA,,70,8,0,Bin comp,,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Maheshwari Hall,Com,,,Others,,-,-,-,,,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Suriyakiran no.19,Res.,32,6,MHADA,yes,22,12,2,bin comp,18/09/2021,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Amity no.18,Res.,32,,MHADA,yes,15,7,1,bin comp,18/09/2021,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Oshiwara Mhada Garden,Grdn,,,After 2007 (BWG),yes,0,2,0,bin comp,18/09/2021,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Green view no.17,Res.,32,,MHADA,yes,0,9,0,bin comp,18/09/2021,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Hima sai no.16,Res.,32,,MHADA,yes,3,6,1, ,18/09/2021,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Raja Rani Malhotra Vidyalaya,Scl,40,,Others,yes,-,2,-,,,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,HVPS Education Complex,Clg,,,Others,yes,-,4,-,,,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Goenka International School,Scl,,22,Others,yes,-,3,-,,,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Marble School,Scl,,22,Others,yes,-,4,-,,,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Goverment of India Building,Res.,30,,Others,yes,-,7,-,,,,,12/10/2021,,,,,,,
OSHIWARA GARDEN,Sanskar no.15,Res.,28,,MHADA,yes,30,15,2,,-,-,-,12/10/2021,,,,,,,
BMC ROAD,Aradhana SRA,Res.,286,25,BWG,yes,315,20,3,,-,-,-,12/10/2021,,,,,,,
BMC ROAD,Annapoorna Chs,Res.,,,Others,yes,45,30,0,,-,-,-,12/10/2021,,,,,,,
BMC ROAD,Godavari no1,Res.,40,,MHADA,yes,6,30,0,Bin comp,02/10/2021,,,12/10/2021,,,,,,,
BMC ROAD,Krishna no 2,Res.,40,,MHADA,yes,,30,0,Bin comp,02/10/2021,,,12/10/2021,,,,,,,
BMC ROAD,Narmadha no 3,Res.,40,,MHADA,yes,,,0,Bin comp,02/10/2021,,,12/10/2021,,,,,,,
BMC ROAD,Kaveri no 4,Res.,40,,MHADA,yes,,,0,Bin comp,02/10/2021,,,12/10/2021,,,,,,,
BMC ROAD,Panchvati no 5,Res.,40,,MHADA,yes,,30,0,Bin comp,02/10/2021,,,12/10/2021,,,,,,,
BMC ROAD,Saptha Shrungi no 6,Res.,40,,MHADA,yes,,,0,Bin comp,,,,12/10/2021,,,,,,,
BMC ROAD,Sai Siddhii no 7,Res.,40,,MHADA,yes,,,0,Bin comp,,,,12/10/2021,,,,,,,
BMC ROAD,Serenity Shree sai wings ADEF Chs,Res.,72,,BWG,yes,90,20,25,,,18/09/2021,"Nandkishore Ghag
9821394023",12/10/2021,,,,,,,
BMC ROAD,"Serenity Shree sai wings B1,B2 Chs",Res.,,,BWG,yes,,,,,,18/09/2021,"Vare (Mang)
9699720927",12/10/2021,,,,,,,
BMC ROAD,Serenity Shree sai wings GHI chs,Res.,84,,BWG,yes,,15,,,,18/09/2021,"Suryanarayan Chube 
9702021707",12/10/2021,,,,,,,
BMC ROAD,City International School,Scl,,,Others,yes,-,4,-,,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Sumukh Heights,Res.,42,,Others,yes,0,20,0,,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Sai Leela(SRA),Res.,,,Others,yes,0,0,0,,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Aanand Seva Samity,Res.,102,11,BWG /SRA,yes,0,0,0,,,27/09/2021,"Mansoor Ali Khan
9022887279",12/10/2021,,,,,,,
HEERA PANNA ROAD,Reliable Business Centre,Com,,11,After 2007 (BWG),no,0,5,0,,,27/09/2021,"Shakeel Shaik
9821326518",12/10/2021,,,,,,,
HEERA PANNA ROAD,Om Heera Panna Premises,Com,,290,BWG,yes,-,60,-,,27/09/2021,27/09/2021,"Kisanlal Hans
9892408602",12/10/2021,,,,,,,
HEERA PANNA ROAD,Oshiwara Link Plaza,Com,,199,Others,no,-,-,-,,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Oshiwara Yashodeep ,Res.,60,,BWG /SRA,yes,5,255,1,Bin comp,-,18/09/2021,"Ishwar  Hubale
9870473923",12/10/2021,,,,,,,
HEERA PANNA ROAD,(SBI) Officers Quatres 35,Res.,90,,MHADA,yes,0,12,3,Bin comp,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Godavari ,,,,MHADA,yes,0,8,4,Bin comp,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Yamuna 38,Res.,55,12,MHADA,yes,,6,,Bin comp,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Kaveri no41,Res.,,,MHADA,yes,,8,,Bin comp,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Mhada Sargam no40,Res.,88,4,MHADA,yes,,12,,Bin comp,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Sebi Gaurur,Res.,30,,Others,yes,0,8,0,Bin comp,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Gujarat Bhavan,Res.,28,,Others,yes,0,12,0,Bin comp,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Tata Communication Residential Colony,Res.,105,,MHADA,yes,0,4,0,comp bin,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,Andhra Bank Quartres,Res.,62,,MHADA,yes,0,0,10,comp bin,,,,12/10/2021,,,,,,,
HEERA PANNA ROAD,BMC Garden I,Grdn,,,Others,,-,12,-,,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Marigold no. 1,Res.,34,,MHADA,yes,0,8,0,Bin comp,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Anuksa no.2,Res.,34,,MHADA,yes,0,15,0,Bin comp,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Aroma no.3,Res.,34,,MHADA,yes,0,16,0,Bin comp,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Sunshine no.4,Res.,34,,MHADA,yes,0,15,0,Bin comp,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Starship no.11,Res.,28,,MHADA,no,0,0,0,Bin comp,18/09/2021,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Lotus no.12,Res.,32,,MHADA,yes,5,4,2,Bin comp,18/09/2021,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Utsav no.13,Res.,32,,MHADA,no,0,0,0,comp bin  returned,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Rajanigandha no.14,Res.,32,,MHADA,yes,0,9,5,Bin comp,18/09/2021,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Income tax officers no.24,Res.,34,,MHADA,yes,0,4,0,Bin comp,05.10.2021,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Link Way no.25,Res.,34,,MHADA,yes,0,15,0,Bin comp,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Central Excise Res.iety no.26,Res.,32,,MHADA,yes,20,8,0,,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Central Excise Res.iety no.27,Res.,32,,MHADA,yes,26,9,0,,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Harshvardhan chamber,,,,,yes,-,20,-,,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Oshiwara Police Chowki,Com,,,Others,no,-,-,-,,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,State Bank India ,Com,,1,Others,,-,-,-,,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Matru Chayya,Res.,32,,MHADA,yes,0,1,0,Bin comp,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Ekdant Society,Res.,34,,MHADA,yes,0,9,0,Bin comp,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Parth no.43,Res.,32,,MHADA,yes,0,15,5,Bin comp,,,,12/10/2021,,,,,,,
OSHIWARA MAHADA NEW LINK ROAD,Fakir wadi (T.Camp),Res.,,,Others,no,401,0,0,,,,,12/10/2021,,,,,,,
Behram  Baug,Shakti seva sangh,Res.,91,14,BWG/SRA,no,,0,,,,,,13/10/2021,,,,,,,
Behram  Baug,Ujala Nagar SRA,Res.,116,21,After 2007 (BWG/SRA),no,,0,,,,,,13/10/2021,,,,,,,
Behram  Baug,Patel SRA,Res.,,,Others,no,,0,,,,,,13/10/2021,,,,,,,
Behram  Baug,Sakirabi,Res.,114,16,After 2007 (BWG/SRA),no,,0,,,,,,13/10/2021,,,,,,,
Behram  Baug,Parsi Colony,Res.,13x28,,Others,yes,150,55,0,,,,,13/10/2021,,,,,,,
Behram  Baug,Shama chs,Res.,,,Others,no,,0,,,,,,13/10/2021,,,,,,,
Behram  Baug,Anupa Public high scl,Scl,,,Others,,-,-,-,,,,,13/10/2021,,,,,,,
Behram  Baug,Sarvodhaya SRA,Res.,,,BWG,no,,0,,,03/10/2021,,,13/10/2021,,,,,,,
Behram  Baug,Range Heights,Com,,,After 2007 (BWG),no,,0,,,,,,13/10/2021,,,,,,,
Behram  Baug,Santosh Nagar SRA,Res.,,,BWG,no,,0,,,,28/09/2021,"Amersen Yadav
9867974333",13/10/2021,,,,,,,
Behram  Baug,Green palace,Res.,,,Others,no,,0,,,,,,13/10/2021,,,,,,,
ROSHAN NAGAR,Millenium court,Res.,80,1,BWG,no,5,0,0,,,27/09/2021,"Nitinn Ranga
9821337126",13/10/2021,,,,,,,
ROSHAN NAGAR,Evershine green,Res.,206,14,BWG,no,10,0,20,,,18/09/2021,"Rohit Sharma (chr)
9819309474",13/10/2021,,,,,,,
ROSHAN NAGAR,"Raigad military school
Com-Bldg",Com,32,,BWG,no,,0,,,,,,13/10/2021,,,,,,,
ROSHAN NAGAR,Raigad military school,Scl,32,,Others,no,,0,,,,,,13/10/2021,,,,,,,
ROSHAN NAGAR,Mariyam public high school,Scl,,16,Others,yes,,0,,,,,,13/10/2021,,,,,,,
ROSHAN NAGAR,Belvedere spring school,Scl,,,Others,no,,0,,,,,,13/10/2021,,,,,,,
ROSHAN NAGAR,Level resident,Res.,,,Others,-,-,-,-,,,,,13/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Akash ganga,Res.,28,,Others,yes,18,15,0,,,,,13/10/2021,,,,,,,
ROSHAN NAGAR,Oshwara Vishal,Res.,28,,Others,yes,25,20,0,,,,,13/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Sahyadri,Res.,56,,Others,yes,50,25,0,,,,,13/10/2021,,,,,,,
ROSHAN NAGAR,Oshiwara Girnar,Res.,56,,Others,yes,60,30,0,,,,,13/10/2021,,,,,,,
